Subscriber Identity Number,PhoneNumber,Duration,Activity,ErroCode
345279826547450,1526694892,5.0,Phone Call,0
345279836547451,1526694893,8.0,Phone Call,0
345279846547452,1526694894,7.0,Phone Call,0
345279856547453,1526694895,9.0,Phone Call,0
345279866547454,1526694896,10.0,Phone Call,0
345279876547455,1526694897,11.0,Phone Call,0
345279886547456,1526694898,3.0,Phone Call,111
345279896547457,1526694899,3.0,Phone Call,0
345279906547458,1526694900,3.0,Phone Call,111
345279916547459,1526694901,3.0,Phone Call,0
345279926547460,1526694902,3.6,Phone Call,0
345279936547461,1526694903,3.5,Phone Call,0
345279946547462,1526694904,3.2,Phone Call,0
345279956547463,1526694905,3.1,Phone Call,0
345279966547464,1526694906,4.2,Phone Call,0
345279976547465,1526694907,4.3,Phone Call,0
345279986547466,1526694908,4.5,Phone Call,0
345279996547467,1526694909,2.0,Phone Call,0
345280006547468,1526694910,3.0,Phone Call,0
345280016547469,1526694911,10.0,Internet Data,0
345280026547470,1526694912,15.0,Internet Data,0
345280036547471,1526694913,15.0,Internet Data,0
345280046547472,1526694914,18.0,Internet Data,0
345280056547473,1526694915,1.0,Internet Data,0
345280066547474,1526694916,13.0,Internet Data,0
345280076547475,1526694917,11.0,Internet Data,0
345280086547476,1526694918,1.0,Internet Data,0
345280096547477,1526694919,15.0,Internet Data,0
345280106547478,1526694920,55.0,Internet Data,0
345280116547479,1526694921,120.0,Internet Data,0
345280126547480,1526694922,14.0,Internet Data,0
345280136547481,1526694923,13.0,Internet Data,0
345280146547482,1526694924,10.0,Internet Data,0
345280156547483,1526694925,14.0,Internet Data,0
345280166547484,1526694926,13.0,Internet Data,0
345280176547485,1526694927,10.0,Internet Data,0
345280186547486,1526694928,14.0,Internet Data,0
345280196547487,1526694929,13.0,Internet Data,0
345280206547488,1526694930,10.0,Internet Data,0
345280216547489,1526694931,14.0,Internet Data,0
345280226547490,1526694932,13.0,Internet Data,0
345280236547491,1526694933,10.0,Internet Data,0
345280246547492,1526694934,14.0,Internet Data,0
345280256547493,1526694935,13.0,Internet Data,0
345280266547494,1526694936,10.0,Internet Data,0
345280276547495,1526694937,14.0,Internet Data,222
345280286547496,1526694938,13.0,Internet Data,0
345280296547497,1526694939,10.0,Internet Data,0
345280306547498,1526694940,14.0,Internet Data,0
345280316547499,1526694941,13.0,Internet Data,0
345280326547500,1526694942,10.0,Internet Data,0
345280336547501,1526694943,14.0,Internet Data,0
345280346547502,1526694944,13.0,Internet Data,0
345280356547503,1526694945,1.0,SMS,0
345280366547504,1526694946,1.0,SMS,0
345280376547505,1526694947,1.0,SMS,0
345280386547506,1526694948,1.0,SMS,0
345280396547507,1526694949,1.0,SMS,0
345280406547508,1526694950,1.0,SMS,0
345280416547509,1526694951,1.0,SMS,0
345280426547510,1526694952,1.0,SMS,0
345280436547511,1526694953,1.0,SMS,0
345280446547512,1526694954,1.0,SMS,0
345280456547513,1526694955,1.0,SMS,0
345280466547514,1526694956,1.0,SMS,0
345280476547515,1526694957,1.0,SMS,0
345280486547516,1526694958,1.0,SMS,0
345280496547517,1526694959,1.0,SMS,0
345280506547518,1526694960,1.0,SMS,0
345280516547519,1526694961,1.0,SMS,0
345280526547520,1526694962,1.0,SMS,0
345280536547521,1526694963,1.0,SMS,0
345280546547522,1526694964,1.0,SMS,0
345280556547523,1526694965,1.0,SMS,0
345280566547524,1526694966,1.0,SMS,0
345280576547525,1526694967,1.0,SMS,0
345280586547526,1526694968,1.0,SMS,0
345280596547527,1526694969,1.0,SMS,0
345280606547528,1526694970,1.0,SMS,0
345280616547529,1526694971,1.0,SMS,0
345280626547530,1526694972,1.0,SMS,0
345280636547531,1526694973,1.0,SMS,0
345280646547532,1526694974,1.0,SMS,0
345280656547533,1526694975,2.0,Phone Call,0
345280666547534,1526694976,0.0,SMS,0
345280676547535,1526694977,10.0,Internet Data,0
345280686547536,1526694978,1.0,Phone Call,111
345280696547537,1526694979,2.0,Phone Call,0
345280706547538,1526694980,3.0,Phone Call,0
345280716547539,1526694981,4.0,Phone Call,111
345280726547540,1526694982,5.0,Phone Call,0
345280736547541,1526694983,12.0,Phone Call,0
345280746547542,1526694984,11.0,Phone Call,0
345280756547543,1526694985,10.0,Phone Call,0
345280766547544,1526694986,2.0,Phone Call,0
345280776547545,1526694987,22.0,Phone Call,0
345280786547546,1526694988,25.0,Phone Call,0
345280796547547,1526694989,1.0,Phone Call,0
345280806547548,1526694990,3.0,Phone Call,0
345280816547549,1526694991,4.0,Phone Call,0
345280826547550,1526694992,5.0,Phone Call,0
345280836547551,1526694993,8.0,Phone Call,0
345280846547552,1526694994,7.0,Phone Call,0
345280856547553,1526694995,9.0,Phone Call,0
345280866547554,1526694996,10.0,Phone Call,0
345280876547555,1526694997,11.0,Phone Call,0
345280886547556,1526694998,3.0,Phone Call,0
345280896547557,1526694999,3.0,Phone Call,0
345280906547558,1526695000,3.0,Phone Call,0
345280916547559,1526695001,3.0,Phone Call,0
345280926547560,1526695002,3.6,Phone Call,0
345280936547561,1526695003,3.5,Phone Call,0
345280946547562,1526695004,3.2,Phone Call,0
345280956547563,1526695005,3.1,Phone Call,0
345280966547564,1526695006,4.2,Phone Call,0
345280976547565,1526695007,4.3,Phone Call,0
345280986547566,1526695008,4.5,Phone Call,0
345280996547567,1526695009,2.0,Phone Call,0
345281006547568,1526695010,3.0,Phone Call,0
345281016547569,1526695011,10.0,Internet Data,0
345281026547570,1526695012,15.0,Internet Data,0
345281036547571,1526695013,15.0,Internet Data,0
345281046547572,1526695014,18.0,Internet Data,0
345281056547573,1526695015,1.0,Internet Data,222
345281066547574,1526695016,13.0,Internet Data,0
345281076547575,1526695017,11.0,Internet Data,0
345281086547576,1526695018,1.0,Internet Data,222
345281096547577,1526695019,15.0,Internet Data,0
345281106547578,1526695020,55.0,Internet Data,0
345281116547579,1526695021,120.0,Internet Data,0
345281126547580,1526695022,14.0,Internet Data,0
345281136547581,1526695023,13.0,Internet Data,0
345281146547582,1526695024,10.0,Internet Data,0
345281156547583,1526695025,14.0,Internet Data,0
345281166547584,1526695026,13.0,Internet Data,0
345281176547585,1526695027,10.0,Internet Data,0
345281186547586,1526695028,14.0,Internet Data,0
345281196547587,1526695029,13.0,Internet Data,0
345281206547588,1526695030,10.0,Internet Data,0
345281216547589,1526695031,14.0,Internet Data,0
345281226547590,1526695032,13.0,Internet Data,0
345281236547591,1526695033,10.0,Internet Data,0
345281246547592,1526695034,14.0,Internet Data,0
345281256547593,1526695035,13.0,Internet Data,0
345281266547594,1526695036,10.0,Internet Data,0
345281276547595,1526695037,14.0,Internet Data,0
345281286547596,1526695038,13.0,Internet Data,0
345281296547597,1526695039,10.0,Internet Data,0
345281306547598,1526695040,14.0,Internet Data,0
345281316547599,1526695041,13.0,Internet Data,0
345281326547600,1526695042,10.0,Internet Data,0
345281336547601,1526695043,14.0,Internet Data,0
345281346547602,1526695044,13.0,Internet Data,0
345281356547603,1526695045,1.0,SMS,0
345281366547604,1526695046,1.0,SMS,0
345281376547605,1526695047,1.0,SMS,0
345281386547606,1526695048,1.0,SMS,0
345281396547607,1526695049,1.0,SMS,0
345281406547608,1526695050,1.0,SMS,0
345281416547609,1526695051,1.0,SMS,0
345281426547610,1526695052,1.0,SMS,0
345281436547611,1526695053,1.0,SMS,0
345281446547612,1526695054,1.0,SMS,0
345281456547613,1526695055,1.0,SMS,0
345281466547614,1526695056,1.0,SMS,0
345281476547615,1526695057,1.0,SMS,0
345281486547616,1526695058,1.0,SMS,0
345281496547617,1526695059,1.0,SMS,0
345281506547618,1526695060,1.0,SMS,0
345281516547619,1526695061,1.0,SMS,0
345281526547620,1526695062,1.0,SMS,0
345281536547621,1526695063,1.0,SMS,0
345281546547622,1526695064,1.0,SMS,0
345281556547623,1526695065,1.0,SMS,0
345281566547624,1526695066,1.0,SMS,0
345281576547625,1526695067,1.0,SMS,0
345281586547626,1526695068,1.0,SMS,0
345281596547627,1526695069,1.0,SMS,0
345281606547628,1526695070,1.0,SMS,0
345281616547629,1526695071,1.0,SMS,0
345281626547630,1526695072,1.0,SMS,0
345281636547631,1526695073,1.0,SMS,0
345281646547632,1526695074,1.0,SMS,0
345281656547633,1526695075,2.0,Phone Call,0
345281666547634,1526695076,0.0,Internet Data,222
345281676547635,1526695077,10.0,SMS,0
345281686547636,1526695078,1.0,Phone Call,0
345281696547637,1526695079,2.0,Phone Call,0
345281706547638,1526695080,3.0,Phone Call,0
345281716547639,1526695081,4.0,Phone Call,0
345281726547640,1526695082,5.0,Phone Call,0
345281736547641,1526695083,12.0,Phone Call,0
345281746547642,1526695084,11.0,Phone Call,0
345281756547643,1526695085,10.0,Phone Call,0
345281766547644,1526695086,2.0,Phone Call,0
345281776547645,1526695087,22.0,Phone Call,0
345281786547646,1526695088,25.0,Phone Call,0
345281796547647,1526695089,1.0,Phone Call,111
345281806547648,1526695090,3.0,Phone Call,0
345281816547649,1526695091,4.0,Phone Call,111
345281826547650,1526695092,5.0,Phone Call,111
345281836547651,1526695093,8.0,Phone Call,111
345281846547652,1526695094,7.0,Phone Call,111
345281856547653,1526695095,9.0,Phone Call,0
345281866547654,1526695096,10.0,Phone Call,0
345281876547655,1526695097,11.0,Phone Call,0
345281886547656,1526695098,3.0,Phone Call,0
345281896547657,1526695099,3.0,Phone Call,0
345281906547658,1526695100,3.0,Phone Call,0
345281916547659,1526695101,3.0,Phone Call,0
345281926547660,1526695102,3.6,Phone Call,0
345281936547661,1526695103,3.5,Phone Call,0
345281946547662,1526695104,3.2,Phone Call,0
345281956547663,1526695105,3.1,Phone Call,0
345281966547664,1526695106,4.2,Phone Call,0
345281976547665,1526695107,4.3,Phone Call,0
345281986547666,1526695108,4.5,Phone Call,0
345281996547667,1526695109,2.0,Phone Call,111
345282006547668,1526695110,3.0,Phone Call,111
345282016547669,1526695111,10.0,Phone Call,0
345282026547670,1526695112,15.0,Phone Call,0
345282036547671,1526695113,15.0,Phone Call,0
345282046547672,1526695114,18.0,Phone Call,0
345282056547673,1526695115,1.0,Phone Call,111
345282066547674,1526695116,13.0,Phone Call,0
345282076547675,1526695117,11.0,Phone Call,0
345282086547676,1526695118,1.0,Phone Call,0
345282096547677,1526695119,15.0,Phone Call,0
345282106547678,1526695120,55.0,Phone Call,0
345282116547679,1526695121,120.0,Phone Call,0
345282126547680,1526695122,14.0,Phone Call,0
345282136547681,1526695123,13.0,Phone Call,0
345282146547682,1526695124,10.0,Phone Call,0
345282156547683,1526695125,14.0,Phone Call,0
345282166547684,1526695126,13.0,Phone Call,0
345282176547685,1526695127,10.0,Phone Call,0
345282186547686,1526695128,14.0,Phone Call,0
345282196547687,1526695129,13.0,Phone Call,0
345282206547688,1526695130,10.0,Phone Call,0
345282216547689,1526695131,14.0,Phone Call,0
345282226547690,1526695132,13.0,Internet Data,0
345282236547691,1526695133,10.0,Internet Data,0
345282246547692,1526695134,14.0,Internet Data,0
345282256547693,1526695135,13.0,Internet Data,0
345282266547694,1526695136,10.0,Internet Data,0
345282276547695,1526695137,14.0,Internet Data,0
345282286547696,1526695138,13.0,Internet Data,0
345282296547697,1526695139,10.0,Internet Data,0
345282306547698,1526695140,14.0,Internet Data,0
345282316547699,1526695141,13.0,Internet Data,0
345282326547700,1526695142,10.0,Internet Data,0
345282336547701,1526695143,14.0,Internet Data,0
345282346547702,1526695144,13.0,Internet Data,0
345282356547703,1526695145,1.0,Internet Data,222
345282366547704,1526695146,1.0,Internet Data,222
345282376547705,1526695147,1.0,Internet Data,222
345282386547706,1526695148,1.0,Internet Data,222
345282396547707,1526695149,1.0,Internet Data,222
345282406547708,1526695150,1.0,Internet Data,222
345282416547709,1526695151,1.0,Internet Data,222
345282426547710,1526695152,1.0,Internet Data,222
345282436547711,1526695153,1.0,Internet Data,222
345282446547712,1526695154,1.0,Internet Data,222
345282456547713,1526695155,1.0,Internet Data,222
345282466547714,1526695156,1.0,Internet Data,222
345282476547715,1526695157,1.0,Internet Data,222
345282486547716,1526695158,1.0,Internet Data,222
345282496547717,1526695159,1.0,Internet Data,222
345282506547718,1526695160,1.0,Internet Data,222
345282516547719,1526695161,1.0,Internet Data,222
345282526547720,1526695162,1.0,Internet Data,222
345282536547721,1526695163,1.0,Internet Data,222
345282546547722,1526695164,1.0,Internet Data,222
345282556547723,1526695165,1.0,Internet Data,222
345282566547724,1526695166,1.0,Internet Data,222
345282576547725,1526695167,1.0,Internet Data,222
345282586547726,1526695168,1.0,Internet Data,222
345282596547727,1526695169,1.0,Internet Data,222
345282606547728,1526695170,1.0,Internet Data,222
345282616547729,1526695171,1.0,Internet Data,222
345282626547730,1526695172,1.0,Internet Data,222
345282636547731,1526695173,1.0,Internet Data,222
345282646547732,1526695174,1.0,Internet Data,222
345282656547733,1526695175,15.0,Internet Data,0
345282666547734,1526695176,15.0,Internet Data,0
345282676547735,1526695177,15.0,Internet Data,0
345282686547736,1526695178,15.0,Internet Data,0
345282696547737,1526695179,15.0,Internet Data,0
345282706547738,1526695180,100.0,Internet Data,0
345282716547739,1526695181,11.0,Internet Data,0
345282726547740,1526695182,14.0,Internet Data,0
345282736547741,1526695183,1.0,Internet Data,222
345282746547742,1526695184,1.0,Internet Data,222
345282756547743,1526695185,1.0,Internet Data,0
345282766547744,1526695186,0.0,Internet Data,222
345282776547745,1526695187,11.0,Internet Data,0
345282786547746,1526695188,13.0,Internet Data,0
345282796547747,1526695189,12.0,Internet Data,0
345282806547748,1526695190,15.0,Internet Data,0
345282816547749,1526695191,16.0,Internet Data,0
345282826547750,1526695192,17.0,Internet Data,0
345282836547751,1526695193,18.0,Internet Data,0
345282846547752,1526695194,19.0,Internet Data,0
345282856547753,1526695195,20.0,Internet Data,0
345282866547754,1526695196,11.0,Internet Data,0
345282876547755,1526695197,13.0,Internet Data,0
345282886547756,1526695198,12.0,Internet Data,0
345282896547757,1526695199,15.0,Internet Data,0
345282906547758,1526695200,16.0,Internet Data,0
345282916547759,1526695201,17.0,Internet Data,0
345282926547760,1526695202,18.0,Internet Data,0
345282936547761,1526695203,19.0,Internet Data,0
345282946547762,1526695204,20.0,Internet Data,0
345282956547763,1526695205,11.0,Internet Data,0
345282966547764,1526695206,13.0,Internet Data,0
345282976547765,1526695207,12.0,Internet Data,0
345282986547766,1526695208,15.0,Internet Data,0
345282996547767,1526695209,16.0,Internet Data,0
345283006547768,1526695210,17.0,Internet Data,0
345283016547769,1526695211,18.0,Internet Data,0
345283026547770,1526695212,19.0,Internet Data,0
345283036547771,1526695213,20.0,Internet Data,0
345283046547772,1526695214,11.0,Internet Data,0
345283056547773,1526695215,13.0,Internet Data,0
345283066547774,1526695216,12.0,Internet Data,0
345283076547775,1526695217,15.0,Internet Data,0
345283086547776,1526695218,16.0,Internet Data,0
345283096547777,1526695219,17.0,Internet Data,0
345283106547778,1526695220,18.0,Internet Data,0
345283116547779,1526695221,19.0,Internet Data,0
345283126547780,1526695222,20.0,Internet Data,0
345283136547781,1526695223,11.0,Internet Data,0
345283146547782,1526695224,13.0,Internet Data,0
345283156547783,1526695225,12.0,Internet Data,0
345283166547784,1526695226,15.0,Internet Data,0
345283176547785,1526695227,16.0,Internet Data,0
345283186547786,1526695228,17.0,Internet Data,0
345283196547787,1526695229,18.0,Internet Data,0
345283206547788,1526695230,19.0,Internet Data,0
345283216547789,1526695231,20.0,Internet Data,0
345283226547790,1526695232,11.0,Internet Data,0
345283236547791,1526695233,13.0,Internet Data,0
345283246547792,1526695234,12.0,Internet Data,0
345283256547793,1526695235,15.0,Internet Data,0
345283266547794,1526695236,16.0,Internet Data,0
345283276547795,1526695237,17.0,Internet Data,0
345283286547796,1526695238,18.0,Internet Data,0
345283296547797,1526695239,19.0,Internet Data,0
345283306547798,1526695240,20.0,Internet Data,0
345283316547799,1526695241,11.0,Internet Data,0
345283326547800,1526695242,13.0,Internet Data,0
345283336547801,1526695243,12.0,Internet Data,0
345283346547802,1526695244,15.0,Internet Data,0
345283356547803,1526695245,16.0,Internet Data,0
345283366547804,1526695246,17.0,Internet Data,0
345283376547805,1526695247,18.0,Internet Data,0
345283386547806,1526695248,19.0,Internet Data,0
345283396547807,1526695249,20.0,Internet Data,0
345283406547808,1526695250,11.0,Internet Data,0
345283416547809,1526695251,13.0,Internet Data,0
345283426547810,1526695252,12.0,Internet Data,0
345283436547811,1526695253,15.0,Internet Data,0
345283446547812,1526695254,16.0,Internet Data,0
345283456547813,1526695255,17.0,Internet Data,0
345283466547814,1526695256,18.0,Internet Data,0
345283476547815,1526695257,19.0,Internet Data,0
345283486547816,1526695258,20.0,Internet Data,0
345283496547817,1526695259,11.0,Internet Data,0
345283506547818,1526695260,13.0,Internet Data,0
345283516547819,1526695261,12.0,Internet Data,0
345283526547820,1526695262,15.0,Internet Data,0
345283536547821,1526695263,16.0,Internet Data,0
345283546547822,1526695264,17.0,Internet Data,0
345283556547823,1526695265,18.0,Internet Data,0
345283566547824,1526695266,19.0,Internet Data,0
345283576547825,1526695267,20.0,Internet Data,0
345283586547826,1526695268,11.0,Internet Data,0
345283596547827,1526695269,13.0,Internet Data,0
345283606547828,1526695270,12.0,Internet Data,0
345283616547829,1526695271,15.0,Internet Data,0
345283626547830,1526695272,16.0,Internet Data,0
345283636547831,1526695273,17.0,Internet Data,0
345283646547832,1526695274,18.0,Internet Data,0
